Date,Player1,Player2,Sets_P1,Sets_P2,P1_G1,P2_G1,P1_G2,P2_G2,P1_G3,P2_G3,P1_G4,P2_G4,P1_G5,P2_G5,HomeWinner
1732036800,604272,826513,3,0,12,10,12,10,11,7,0,0,0,0,1
1732036200,185644,909919,0,3,5,11,10,12,11,13,0,0,0,0,0
1732036200,955020,604271,3,2,5,11,11,3,9,11,11,4,11,8,1
1732035900,810341,1054130,3,1,11,7,12,10,8,11,11,6,0,0,1
1732035600,750336,832727,1,3,11,3,9,11,9,11,8,11,0,0,0
1732035300,786779,683491,3,1,11,7,11,5,5,11,11,4,0,0,1
1732035000,380282,826513,3,1,7,11,11,7,11,7,13,11,0,0,1
1732034400,943997,909919,3,0,11,5,11,9,11,7,0,0,0,0,1
1732034400,380030,381285,3,1,10,12,11,9,11,6,11,4,0,0,1
1732034100,996462,1013495,3,2,11,13,11,5,10,12,11,9,11,4,1
1732033800,833546,750316,2,3,11,9,4,11,7,11,11,4,3,11,0
1732033500,382065,683491,1,3,11,7,4,11,7,11,8,11,0,0,0
1732033200,604272,675240,3,2,11,5,11,6,12,14,8,11,11,3,1
1732032600,185644,340662,0,3,4,11,9,11,9,11,0,0,0,0,0
1732032600,604271,381285,1,3,9,11,11,9,9,11,7,11,0,0,0
1732032300,903692,1054130,1,3,9,11,4,11,11,8,6,11,0,0,0
1732032000,832727,312270,0,3,6,11,5,11,3,11,0,0,0,0,0
1732031700,786779,380031,2,3,6,11,11,5,7,11,11,5,9,11,0
1732031400,826513,675240,0,3,3,11,6,11,2,11,0,0,0,0,0
1732030800,909919,340662,3,2,11,3,4,11,6,11,11,9,11,9,1
1732030800,380030,955020,0,3,9,11,3,11,9,11,0,0,0,0,0
1732030500,697468,917579,1,3,6,11,11,8,17,19,10,12,0,0,0
1732030500,380029,343473,2,3,11,13,11,9,7,11,11,8,9,11,0
1732030200,273429,750316,3,0,11,4,11,9,11,7,0,0,0,0,1
1732029600,604272,380282,2,3,11,7,8,11,8,11,11,7,7,11,0
1732029000,185644,943997,3,0,11,7,11,8,12,10,0,0,0,0,1
1732028700,748305,898479,3,1,11,9,0,11,11,8,11,8,0,0,1
1732028700,853196,514114,3,1,11,13,11,8,11,8,11,7,0,0,1
1732028400,833546,312270,3,0,11,5,11,6,11,9,0,0,0,0,1
1732028100,807871,755090,0,3,9,11,4,11,6,11,0,0,0,0,0
1732027200,311807,816731,3,2,6,11,11,7,12,10,13,15,11,6,1
1732026900,1016369,815950,3,1,12,14,11,8,11,7,11,9,0,0,1
1732026300,758606,912583,0,3,7,11,3,11,7,11,0,0,0,0,0
1732026300,380029,853196,3,2,7,11,11,8,5,11,12,10,11,7,1
1732025400,714093,314227,3,0,11,7,11,7,11,7,0,0,0,0,1
1732025100,748305,697468,3,0,14,12,13,11,11,9,0,0,0,0,1
1732024500,343473,514114,3,0,11,7,11,6,11,5,0,0,0,0,1
1732024200,755090,807871,1,3,6,11,5,11,11,6,8,11,0,0,0
1732023600,811039,707970,3,2,7,11,12,14,13,11,11,8,12,10,1
1732023300,1016369,917579,2,3,5,11,11,9,11,9,5,11,12,14,0
1732022700,853196,514114,2,3,12,10,2,11,9,11,11,6,6,11,0
1732022400,912583,758606,1,3,9,11,4,11,12,10,7,11,0,0,0
1732021500,898479,815950,0,3,6,11,8,11,4,11,0,0,0,0,0
1732021200,707970,714093,0,3,6,11,8,11,11,13,0,0,0,0,0
1732020900,908827,698429,3,2,10,12,9,11,11,4,11,8,11,5,1
1732020900,343473,380029,0,3,5,11,5,11,10,12,0,0,0,0,0
1732020600,807871,758606,3,2,10,12,11,5,13,15,11,4,11,7,1
1732019700,697468,917579,3,2,11,13,9,11,11,3,11,7,12,10,1
1732019400,314227,311807,0,3,6,11,7,11,8,11,0,0,0,0,0
1732019100,698434,1021760,3,0,11,2,11,7,11,6,0,0,0,0,1
1732019100,514114,380029,1,3,13,15,11,9,6,11,6,11,0,0,0
1732018800,912583,755090,3,2,11,6,3,11,5,11,11,9,11,6,1
1732017900,815950,748305,2,3,11,13,9,11,12,10,11,6,9,11,0
1732017600,811039,816731,1,3,8,11,13,11,6,11,8,11,0,0,0
1732017300,343473,853196,2,3,11,8,7,11,13,11,8,11,10,12,0
1732017000,758606,755090,1,3,9,11,11,8,6,11,5,11,0,0,0
1732016400,698429,698434,3,1,9,11,11,8,11,9,11,9,0,0,1
1732016100,898479,1016369,3,0,11,9,16,14,11,6,0,0,0,0,1
1732016100,673949,772261,2,3,11,3,5,11,5,11,11,8,9,11,0
1732015800,714093,311807,3,1,13,11,3,11,11,6,11,7,0,0,1
1732015200,912583,807871,1,3,8,11,6,11,11,7,9,11,0,0,0
1732014600,1021760,908827,0,3,3,11,3,11,3,11,0,0,0,0,0
1732014300,815950,917579,0,3,5,11,8,11,9,11,0,0,0,0,0
1732014300,964747,977429,3,1,9,11,11,6,11,3,11,5,0,0,1
1732014000,816731,707970,3,0,11,2,11,7,11,5,0,0,0,0,1
1732013700,771985,855787,2,3,11,3,11,6,6,11,5,11,3,11,0
1732012800,908827,698429,3,1,11,9,7,11,11,7,11,9,0,0,1
1732012500,1016369,697468,2,3,4,11,11,7,9,11,11,4,9,11,0
1732012200,811039,314227,0,3,9,11,7,11,8,11,0,0,0,0,0
1732011900,729973,808048,3,0,11,2,11,5,11,8,0,0,0,0,1
1732011900,673949,964747,3,2,11,9,11,6,11,13,12,14,11,8,1
1732011000,1021760,698427,3,1,11,6,6,11,11,5,12,10,0,0,1
1732010700,898479,748305,3,2,14,12,11,8,8,11,8,11,11,6,1
1732010400,816731,311807,2,3,6,11,5,11,11,3,11,7,8,11,0
1732010100,772261,977429,3,1,11,6,11,6,7,11,11,8,0,0,1
1732009800,729973,855787,0,3,9,11,6,11,9,11,0,0,0,0,0
1732009200,698427,698434,0,3,9,11,7,11,7,11,0,0,0,0,0
1732008900,815950,1016369,2,3,8,11,5,11,11,9,11,7,3,11,0
1732008600,314227,714093,3,2,11,5,7,11,5,11,11,6,11,6,1
1732008300,964747,977429,2,3,2,11,11,6,9,11,11,7,8,11,0
1732008000,771985,808048,3,2,6,11,11,9,4,11,12,10,11,4,1
1732007400,1021760,698429,0,3,3,11,7,11,12,14,0,0,0,0,0
1732007100,1016369,748305,2,3,11,9,11,9,7,11,9,11,8,11,0
1732006800,811039,707970,3,1,11,8,11,7,7,11,11,6,0,0,1
1732006500,772261,673949,0,3,3,11,2,11,7,11,0,0,0,0,0
1732006200,855787,808048,3,1,11,7,11,9,4,11,11,3,0,0,1
1732005600,908827,698427,3,0,11,9,11,6,11,3,0,0,0,0,1
1732005300,898479,697468,1,3,11,4,5,11,2,11,3,11,0,0,0
1732005000,816731,314227,3,1,12,10,7,11,11,6,11,9,0,0,1
1732004700,977429,673949,0,3,2,11,11,13,3,11,0,0,0,0,0
1732004400,771985,729973,3,2,6,11,11,8,9,11,13,11,11,7,1
1732003800,1021760,698434,1,3,3,11,11,8,5,11,8,11,0,0,0
1732003500,748305,917579,1,3,7,11,11,3,6,11,7,11,0,0,0
1732003200,314227,707970,1,3,11,13,5,11,11,5,5,11,0,0,0
1732002900,772261,964747,2,3,14,12,6,11,11,8,5,11,5,11,0
1732002600,808048,729973,1,3,11,9,7,11,8,11,5,11,0,0,0
1732002000,698427,698429,2,3,5,11,9,11,16,14,12,10,6,11,0
1732001700,815950,697468,0,3,4,11,7,11,6,11,0,0,0,0,0
1732001400,811039,714093,0,3,4,11,7,11,7,11,0,0,0,0,0
1732000800,771985,855787,3,2,7,11,11,9,11,6,12,14,11,8,1
1732000200,908827,698434,2,3,8,11,11,9,9,11,11,8,11,13,0
1731999900,898479,917579,2,3,5,11,7,11,11,8,11,3,4,11,0
1731999600,707970,311807,1,3,8,11,11,6,9,11,13,15,0,0,0
1731997800,816731,714093,3,1,11,5,10,12,11,2,12,10,0,0,1
1731996000,811039,311807,0,3,8,11,5,11,8,11,0,0,0,0,0
1731994200,939384,765290,1,3,7,11,11,9,5,11,7,11,0,0,0
1731992400,997912,822496,3,0,13,11,11,6,11,4,0,0,0,0,1
1731990600,939384,822496,3,0,11,6,11,3,11,6,0,0,0,0,1
1731988800,771955,997912,1,3,11,8,5,11,10,12,6,11,0,0,0
1731987600,698382,705757,3,1,12,10,7,11,11,6,12,10,0,0,1
1731987000,997912,939384,0,3,8,11,8,11,7,11,0,0,0,0,0
1731985800,1066724,973938,3,2,6,11,11,5,12,10,7,11,11,6,1
1731985200,771955,765290,1,3,2,11,7,11,11,8,8,11,0,0,0
1731983700,705757,698382,1,3,10,12,11,7,6,11,8,11,0,0,0
1731983400,765290,822496,3,2,11,9,6,11,11,8,5,11,13,11,1
1731981900,1066724,698382,2,3,13,11,7,11,10,12,11,6,9,11,0
1731981600,771955,939384,0,3,7,11,9,11,9,11,0,0,0,0,0
1731980100,698382,973938,3,1,11,5,7,11,11,7,12,10,0,0,1
1731979800,997912,765290,1,3,11,8,7,11,6,11,7,11,0,0,0
1731978300,1066724,705757,3,1,11,8,11,8,7,11,11,7,0,0,1
1731978000,771955,822496,3,2,11,6,9,11,12,14,11,6,11,8,1
1731976500,973938,705757,0,3,8,11,7,11,6,11,0,0,0,0,0
1731976200,765290,939384,1,3,11,8,5,11,11,13,10,12,0,0,0
1731974700,1066724,973938,1,3,11,8,7,11,7,11,3,11,0,0,0
1731974400,997912,822496,2,3,6,11,11,9,7,11,11,5,7,11,0
1731972900,375973,259517,1,3,9,11,11,6,9,11,13,15,0,0,0
1731971700,797411,380031,1,3,9,11,11,9,7,11,10,12,0,0,0
1731970800,954909,959873,3,2,10,12,11,5,11,6,7,11,11,9,1
1731969000,907474,909397,3,0,11,7,12,10,11,9,0,0,0,0,1
1731968700,259517,797411,3,2,12,10,9,11,11,9,13,15,11,9,1
1731966900,375973,380031,3,1,13,11,5,11,11,9,12,10,0,0,1
1731966600,907474,954909,2,3,9,11,17,15,12,10,7,11,4,11,0
1731966300,1013489,985713,3,0,11,7,11,4,11,9,0,0,0,0,1
1731965100,797411,380031,3,1,5,11,11,7,11,7,12,10,0,0,1
1731964800,959873,909397,3,1,11,13,11,8,14,12,11,5,0,0,1
1731964500,925365,943432,3,1,9,11,11,7,13,11,11,6,0,0,1
1731964200,273429,747673,3,1,11,8,9,11,13,11,11,9,0,0,1
1731963300,375973,259517,3,0,12,10,11,9,11,9,0,0,0,0,1
1731963000,954909,909397,3,0,11,9,11,4,11,6,0,0,0,0,1
1731962400,312270,833546,3,2,5,11,11,8,8,11,11,9,11,7,1
1731962100,815545,943432,1,3,3,11,13,11,4,11,9,11,0,0,0
1731961500,380031,259517,1,3,11,3,8,11,7,11,8,11,0,0,0
1731961200,959873,907474,3,2,9,11,11,6,6,11,11,6,11,9,1
1731960300,925365,1013489,1,3,11,9,8,11,5,11,3,11,0,0,0
1731960000,747673,312270,3,1,11,6,11,5,10,12,11,8,0,0,1
1731959700,375973,797411,3,1,8,11,11,9,11,6,11,9,0,0,1
1731959400,909397,907474,2,3,11,8,7,11,11,6,6,11,10,12,0
1731958500,1013489,815545,3,0,11,4,11,4,16,14,0,0,0,0,1
1731958500,629518,677781,3,1,10,12,11,9,12,10,13,11,0,0,1
1731958200,273429,833546,3,1,20,18,9,11,11,7,11,2,0,0,1
1731957600,959873,954909,2,3,9,11,6,11,11,7,11,7,10,12,0
1731956700,925365,985713,2,3,11,7,7,11,9,11,13,11,8,11,0
1731956700,542191,963141,0,3,6,11,10,12,6,11,0,0,0,0,0
1731956400,833546,747673,1,3,6,11,9,11,11,9,7,11,0,0,0
1731955800,907473,738720,3,1,11,8,11,6,5,11,12,10,0,0,1
1731954900,985713,943432,3,1,11,5,11,13,11,7,11,5,0,0,1
1731954600,273429,750336,3,1,11,4,11,13,11,7,11,7,0,0,1
1731954300,542191,629518,1,3,9,11,10,12,11,8,8,11,0,0,0
1731954000,977429,817959,3,1,9,11,11,0,11,2,11,8,0,0,1
1731953100,925365,815545,3,1,11,9,11,8,9,11,11,4,0,0,1
1731952800,750336,312270,1,3,12,10,6,11,9,11,9,11,0,0,0
1731952500,677781,963141,1,3,7,11,11,5,8,11,10,12,0,0,0
1731952200,907473,738720,3,0,11,6,11,9,11,6,0,0,0,0,1
1731951300,1013489,985713,3,0,11,9,11,8,11,9,0,0,0,0,1
1731951000,273429,747673,3,0,11,6,11,7,11,6,0,0,0,0,1
1731950700,629518,963141,3,2,14,12,7,11,11,9,8,11,11,7,1
1731950400,977429,817959,3,0,11,6,11,9,11,8,0,0,0,0,1
1731949500,925365,943432,3,1,6,11,11,8,11,4,11,4,0,0,1
1731949200,833546,750336,3,0,13,11,11,3,11,4,0,0,0,0,1
1731948900,677781,542191,3,0,11,2,11,5,11,5,0,0,0,0,1
1731948600,738720,817959,3,0,11,6,11,9,11,7,0,0,0,0,1
1731947700,985713,815545,0,3,10,12,4,11,9,11,0,0,0,0,0
1731947400,750336,747673,2,3,7,11,14,12,12,10,6,11,7,11,0
1731947100,963141,542191,0,3,5,11,9,11,11,13,0,0,0,0,0
1731946800,977429,907473,2,3,3,11,11,5,7,11,11,3,5,11,0
1731945900,1013489,943432,3,0,16,14,11,7,11,9,0,0,0,0,1
1731945600,273429,312270,3,1,11,6,11,8,6,11,11,4,0,0,1
1731945300,677781,629518,2,3,10,12,11,9,11,6,11,13,9,11,0
1731945000,817959,907473,3,1,11,9,11,7,6,11,12,10,0,0,1
1731944100,898479,697468,0,3,9,11,5,11,10,12,0,0,0,0,0
1731943800,833546,312270,0,3,9,11,8,11,8,11,0,0,0,0,0
1731943500,853196,390850,3,0,11,7,11,3,17,15,0,0,0,0,1
1731943200,977429,738720,1,3,7,11,9,11,11,6,13,15,0,0,0
1731942300,815950,968152,3,0,11,9,11,4,11,7,0,0,0,0,1
1731941700,327824,704817,3,0,11,7,11,8,11,9,0,0,0,0,1
1731941700,852763,381284,3,1,10,12,11,3,11,7,11,6,0,0,1
1731940800,811039,816731,3,0,12,10,11,4,11,9,0,0,0,0,1
1731940500,747620,917579,0,3,5,11,6,11,6,11,0,0,0,0,0
1731939900,700524,783169,3,2,10,12,11,6,11,2,9,11,11,7,1
1731939900,390850,853196,0,3,5,11,8,11,5,11,0,0,0,0,0
1731939000,707970,820666,3,1,11,9,11,8,10,12,11,4,0,0,1
1731938700,898479,815950,0,3,6,11,7,11,8,11,0,0,0,0,0
1731938100,704817,327824,1,3,11,13,11,9,7,11,9,11,0,0,0
1731937800,783169,700524,2,3,9,11,11,7,11,6,1,11,11,13,0
1731937200,714093,783710,3,1,11,8,11,7,9,11,11,9,0,0,1
1731936900,697468,747620,3,0,11,7,11,7,11,6,0,0,0,0,1
1731936300,853196,327824,3,1,11,6,11,8,7,11,11,9,0,0,1
1731936000,852763,381284,3,0,11,4,11,3,11,6,0,0,0,0,1
1731935100,917579,968152,2,3,8,11,15,13,11,5,11,13,9,11,0
1731934800,811039,820666,3,2,12,10,6,11,8,11,12,10,11,4,1
1731934500,704817,390850,2,3,11,8,11,13,8,11,11,5,7,11,0
1731934200,700524,381284,2,3,6,11,9,11,12,10,11,9,6,11,0
1731933300,815950,747620,2,3,6,11,5,11,11,9,11,6,9,11,0
1731933000,816731,714093,3,0,11,8,11,4,13,11,0,0,0,0,1
1731932700,327824,390850,0,3,4,11,8,11,10,12,0,0,0,0,0
1731932400,852763,783169,3,0,11,5,11,5,12,10,0,0,0,0,1
1731931500,968152,898479,1,3,9,11,7,11,12,10,10,12,0,0,0
1731931200,707970,783710,3,1,11,7,7,11,13,11,11,8,0,0,1
1731930900,704817,853196,1,3,11,7,6,11,7,11,10,12,0,0,0
1731930600,381284,783169,3,0,11,7,11,9,11,3,0,0,0,0,1
1731929700,917579,697468,0,3,5,11,6,11,4,11,0,0,0,0,0
1731929400,820666,714093,3,0,11,8,11,8,13,11,0,0,0,0,1
1731929400,560568,695309,3,0,11,6,11,8,11,8,0,0,0,0,1
1731928800,852763,700524,3,2,13,15,11,2,8,11,11,7,11,2,1
1731927900,968152,747620,3,1,6,11,11,5,11,9,11,8,0,0,1
1731927600,783710,811039,3,2,12,10,12,10,12,14,8,11,11,7,1
1731927600,464706,678101,1,3,9,11,11,7,7,11,9,11,0,0,0
1731927600,686649,482831,1,3,8,11,11,7,6,11,8,11,0,0,0
1731926700,926133,1067458,3,2,13,11,10,12,11,3,8,11,12,10,1
1731926100,697468,815950,3,2,8,11,11,5,9,11,11,9,11,6,1
1731925800,707970,816731,1,3,14,16,12,10,4,11,3,11,0,0,0
1731925800,727486,815499,3,0,11,5,11,7,11,5,0,0,0,0,1
1731925500,464706,560568,0,3,7,11,6,11,10,12,0,0,0,0,0
1731924900,789706,846810,2,3,11,5,11,6,8,11,5,11,9,11,0
1731924300,917579,898479,0,3,6,11,5,11,11,13,0,0,0,0,0
1731924000,783710,714093,2,3,9,11,13,11,3,11,11,9,13,15,0
1731923700,695309,678101,3,1,12,10,9,11,14,12,11,9,0,0,1
1731923400,727486,482831,3,2,10,12,7,11,12,10,11,2,12,10,1
1731922800,926133,846810,3,1,11,5,10,12,11,9,11,7,0,0,1
1731922500,968152,697468,0,3,7,11,8,11,6,11,0,0,0,0,0
1731922200,816731,820666,3,0,12,10,11,4,11,8,0,0,0,0,1
1731921900,560568,678101,3,1,11,6,11,7,13,15,11,7,0,0,1
1731921600,686649,815499,3,1,9,11,11,4,11,4,12,10,0,0,1
1731921000,789706,1067458,2,3,11,7,7,11,5,11,11,5,11,13,0
1731920700,697468,898479,2,3,9,11,9,11,11,8,11,6,6,11,0
1731920400,707970,811039,0,3,10,12,9,11,10,12,0,0,0,0,0
1731920100,695309,464706,3,0,11,9,11,5,11,7,0,0,0,0,1
1731919800,482831,815499,3,2,11,5,10,12,11,9,6,11,13,11,1
1731919200,846810,1067458,0,3,8,11,5,11,7,11,0,0,0,0,0
1731918900,898479,747620,3,2,5,11,11,7,3,11,11,9,11,7,1
1731918600,783710,816731,3,1,11,5,9,11,20,18,15,13,0,0,1
1731918300,678101,464706,0,3,9,11,9,11,6,11,0,0,0,0,0
1731918000,686649,727486,3,0,11,5,11,7,12,10,0,0,0,0,1
1731917400,789706,926133,0,3,7,11,10,12,7,11,0,0,0,0,0
1731917100,917579,815950,1,3,3,11,12,10,9,11,4,11,0,0,0
1731916800,816731,811039,1,3,8,11,11,9,7,11,6,11,0,0,0
1731916500,695309,560568,1,3,11,3,2,11,8,11,3,11,0,0,0
1731916200,815499,727486,0,3,8,11,7,11,8,11,0,0,0,0,0
1731915600,1067458,926133,0,3,11,13,9,11,8,11,0,0,0,0,0
1731915300,968152,815950,2,3,11,9,11,7,5,11,12,14,9,11,0
1731915000,707970,820666,3,0,11,9,11,8,11,8,0,0,0,0,1
1731914400,686649,482831,1,3,14,16,6,11,11,5,6,11,0,0,0
1731913800,789706,846810,3,0,11,9,11,8,11,2,0,0,0,0,1
1731913500,917579,747620,0,3,7,11,2,11,5,11,0,0,0,0,0
1731913200,811039,714093,3,0,11,7,12,10,11,8,0,0,0,0,1
1731911400,783710,820666,2,3,13,15,11,4,5,11,11,9,7,11,0
1731909600,707970,714093,1,3,8,11,12,10,1,11,9,11,0,0,0
1731900600,771955,822496,0,3,4,11,9,11,8,11,0,0,0,0,0
1731898800,997912,700866,3,0,11,9,13,11,11,2,0,0,0,0,1
1731897000,771955,700866,3,0,11,5,11,5,11,6,0,0,0,0,1
1731895200,997912,822496,2,3,9,11,11,6,12,14,12,10,7,11,0
1731893400,700866,822496,0,3,8,11,3,11,9,11,0,0,0,0,0
1731891600,997912,771955,1,3,10,12,10,12,14,12,7,11,0,0,0
1731889800,822496,771955,1,3,4,11,11,6,6,11,5,11,0,0,0
1731888000,997912,700866,3,2,10,12,3,11,11,9,11,6,15,13,1
1731886500,375973,797411,0,3,5,11,1,11,2,11,0,0,0,0,0
1731885000,917579,714093,0,3,9,11,9,11,6,11,0,0,0,0,0
1731884700,683491,380031,3,0,11,7,11,5,15,13,0,0,0,0,1
1731884100,757785,560213,1,3,8,11,9,11,11,7,8,11,0,0,0
1731883200,748305,707970,3,2,11,9,9,11,11,7,11,13,12,10,1
1731882300,629518,380926,3,0,11,6,11,7,11,5,0,0,0,0,1
1731882300,683491,797411,2,3,9,11,11,7,12,10,11,13,4,11,0
1731880500,380031,375973,3,0,11,7,11,8,11,8,0,0,0,0,1
1731880200,1037444,936778,2,3,6,11,15,13,11,5,8,11,5,11,0
1731880200,380926,629518,2,3,11,5,8,11,10,12,11,3,6,11,0
1731879900,747673,770453,1,3,6,11,7,11,11,6,10,12,0,0,0
1731879900,975511,829765,2,3,12,10,10,12,11,8,7,11,9,11,0
1731879000,917579,748305,0,3,10,12,10,12,6,11,0,0,0,0,0
1731878700,797411,375973,1,3,6,11,12,10,8,11,6,11,0,0,0
1731878400,757785,560213,3,1,4,11,11,8,14,12,11,9,0,0,1
1731878100,975511,936778,1,3,11,7,6,11,7,11,5,11,0,0,0
1731878100,273429,962341,3,0,11,3,11,4,11,2,0,0,0,0,1
1731877800,829765,1037444,1,3,7,11,10,12,11,6,8,11,0,0,0
1731877200,311807,707970,2,3,11,8,7,11,10,12,11,8,6,11,0
1731876900,380031,683491,1,3,7,11,9,11,11,7,14,16,0,0,0
1731876600,629518,560213,2,3,8,11,7,11,11,9,11,7,10,12,0
1731876300,936778,1037444,2,3,11,9,6,11,7,11,12,10,5,11,0
1731876000,829765,975511,0,3,12,14,7,11,9,11,0,0,0,0,0
1731875700,273429,747673,1,3,9,11,8,11,11,9,9,11,0,0,0
1731875400,820666,748305,2,3,11,8,10,12,8,11,11,6,7,11,0
1731875100,375973,683491,3,1,13,11,11,8,6,11,11,3,0,0,1
1731874800,757785,380926,1,3,11,13,5,11,11,8,9,11,0,0,0
1731874500,1037444,975511,3,0,13,11,12,10,11,8,0,0,0,0,1
1731874200,829765,936778,0,3,8,11,6,11,11,13,0,0,0,0,0
1731873900,962341,312270,3,0,11,9,11,2,11,9,0,0,0,0,1
1731873600,707970,714093,0,3,8,11,11,13,9,11,0,0,0,0,0
1731873300,380031,797411,0,3,10,12,9,11,7,11,0,0,0,0,0
1731873000,560213,380926,3,2,17,15,4,11,11,6,12,14,11,5,1
1731872100,312270,273429,1,3,8,11,6,11,11,8,8,11,0,0,0
1731872100,853196,380029,1,3,7,11,4,11,11,9,9,11,0,0,0
1731871800,311807,917579,2,3,9,11,11,7,7,11,11,4,3,11,0
1731871200,757785,629518,3,1,11,5,11,6,12,14,13,11,0,0,1
1731870300,962341,770453,0,3,6,11,5,11,2,11,0,0,0,0,0
1731870300,343473,531460,3,1,11,8,11,6,8,11,11,9,0,0,1
1731870300,671137,959873,1,3,6,11,11,4,7,11,13,15,0,0,0
1731870000,707970,748305,2,3,6,11,9,11,11,6,11,9,9,11,0
1731868500,770453,747673,0,3,5,11,3,11,1,11,0,0,0,0,0
1731868500,757792,833438,2,3,8,11,11,7,9,11,11,8,9,11,0
1731868200,917579,820666,3,1,11,5,9,11,12,10,12,10,0,0,1
1731867900,343473,380029,1,3,9,11,9,11,11,9,9,11,0,0,0
1731866700,962341,273429,0,3,2,11,6,11,1,11,0,0,0,0,0
1731866400,311807,714093,1,3,11,5,4,11,5,11,9,11,0,0,0
1731866100,853196,531460,3,0,12,10,15,13,11,6,0,0,0,0,1
1731865800,833438,757792,2,3,8,11,11,9,10,12,11,9,7,11,0
1731864900,312270,770453,3,2,14,16,11,9,6,11,11,2,12,10,1
1731864600,707970,917579,0,3,2,11,7,11,8,11,0,0,0,0,0
1731864300,380029,531460,3,0,11,7,11,2,13,11,0,0,0,0,1
1731864000,671137,959873,3,2,4,11,11,1,4,11,11,2,11,9,1
1731863100,962341,747673,0,3,16,18,2,11,4,11,0,0,0,0,0
1731862800,917579,714093,3,1,11,9,11,9,12,14,11,4,0,0,1
1731862500,853196,343473,1,3,10,12,11,2,7,11,9,11,0,0,0
1731862200,757792,959873,0,3,8,11,3,11,7,11,0,0,0,0,0
1731861300,770453,273429,3,2,11,8,7,11,4,11,11,9,11,8,1
1731861000,714093,748305,3,2,13,11,5,11,4,11,11,6,11,9,1
1731860700,531460,343473,1,3,11,8,8,11,6,11,6,11,0,0,0
1731860400,671137,833438,1,3,12,14,11,7,9,11,9,11,0,0,0
1731859500,312270,747673,1,3,10,12,11,4,8,11,8,11,0,0,0
1731859200,311807,820666,3,2,11,9,10,12,6,11,11,3,11,7,1
1731858900,853196,380029,3,1,11,9,11,4,6,11,11,7,0,0,1
1731858600,959873,833438,3,1,11,7,11,8,6,11,13,11,0,0,1
1731858000,976107,464706,3,0,11,5,11,8,11,6,0,0,0,0,1
1731857400,707970,820666,3,1,11,5,11,9,10,12,11,8,0,0,1
1731856800,671137,757792,3,2,6,11,8,11,11,5,11,4,11,5,1
1731856200,487919,678101,3,1,11,4,9,11,11,7,11,8,0,0,1
1731855600,311807,748305,3,2,11,8,3,11,5,11,11,9,12,10,1
1731855300,394618,964747,0,3,6,11,6,11,7,11,0,0,0,0,0
1731854400,1042284,1013489,3,1,8,11,13,11,11,7,11,4,0,0,1
1731853500,755083,696676,2,3,8,11,8,11,12,10,11,9,7,11,0
1731853500,678101,487919,2,3,8,11,11,8,5,11,11,8,5,11,0
1731852600,939384,987043,2,3,9,11,3,11,11,7,11,8,11,13,0
1731851700,976107,464706,3,2,5,11,11,6,8,11,11,9,11,2,1
1731851400,394618,696676,3,1,11,8,12,10,5,11,11,8,0,0,1
1731850800,951650,943432,1,3,13,11,7,11,5,11,12,14,0,0,0
1731849900,487919,464706,2,3,6,11,8,11,11,9,11,8,3,11,0
1731849900,487919,606277,2,3,6,11,8,11,11,9,11,8,3,11,0
1731849600,964747,755083,3,1,8,11,11,9,11,9,11,7,0,0,1
1731848400,987043,1042284,3,1,12,10,11,13,11,8,11,9,0,0,1
1731848100,976107,678101,3,1,9,11,11,3,11,6,11,6,0,0,1
1731847800,696676,755083,0,3,7,11,7,11,9,11,0,0,0,0,0
1731847500,747626,747671,1,3,11,9,8,11,1,11,8,11,0,0,0
1731847200,740747,822987,3,1,11,9,11,8,7,11,11,7,0,0,1
1731846600,939384,951650,3,0,11,3,11,6,11,2,0,0,0,0,1
1731846300,464706,678101,3,0,11,7,11,8,12,10,0,0,0,0,1
1731846300,606277,678101,3,0,11,7,11,8,11,10,0,0,0,0,1
1731846000,964747,394618,0,3,7,11,5,11,7,11,0,0,0,0,0
1731845700,1050239,812390,1,3,7,11,2,11,11,9,9,11,0,0,0
1731845400,830454,928764,3,2,11,8,8,11,6,11,11,7,11,6,1
1731844800,943432,1013489,1,3,5,11,5,11,11,4,7,11,0,0,0
1731844500,976107,487919,3,2,11,6,15,17,7,11,11,7,11,8,1
1731844200,755083,394618,0,3,9,11,3,11,7,11,0,0,0,0,0
1731843600,822987,740747,0,3,6,11,9,11,7,11,0,0,0,0,0
1731843300,747671,1050239,3,1,11,4,3,11,11,5,11,5,0,0,1
1731843000,1042284,951650,3,1,11,5,11,9,7,11,11,7,0,0,1
1731842700,682070,381285,3,1,11,3,11,9,8,11,11,6,0,0,1
1731842400,964747,696676,3,1,11,5,7,11,11,8,11,5,0,0,1
1731841800,928764,830454,1,3,11,3,3,11,8,11,8,11,0,0,0
1731841500,812390,915835,3,2,11,5,8,11,8,11,11,8,11,4,1
1731841200,1013489,987043,3,0,11,6,11,8,11,5,0,0,0,0,1
1731840900,384004,788338,2,3,14,12,11,6,5,11,13,15,10,12,0
1731840600,920854,718780,3,1,11,7,11,7,12,14,11,7,0,0,1
1731840000,830454,822987,0,3,6,11,6,11,5,11,0,0,0,0,0
1731839700,915835,747671,0,3,8,11,9,11,7,11,0,0,0,0,0
1731839400,943432,939384,2,3,11,8,8,11,11,5,5,11,6,11,0
1731839100,381285,682070,0,3,3,11,4,11,6,11,0,0,0,0,0
